ltcy,svc_cpu_use,svc_cpu_thr,svc_net_use,svc_disk_use,system_cpu_use,system_cpu_sat,system_net_use,svc_req_size,svc_resp_size,svc_pods,svc_req_rate
0.33166247903553997,0.5567764362830022,0.33166247903553997,0.3252038316498607,0.03740999228258418,16.981816809999994,1.5905413611111114,3.206155138015747,0.0017043209075927733,0.011962556838989256,7.0,0.98
0.4,0.6164414002968976,0.3,0.3513324035424724,0.047369522784621476,20.583461609999997,1.6078240000000001,3.5519312953948976,0.002702236175537109,0.018684062957763672,7.0,1.62
0.469041575982343,0.6082762530298219,0.31622776601683794,0.36156938735877514,0.03919192426368262,19.448100000000004,1.3904340277777778,3.5862748050689697,0.003495893478393555,0.024153404235839844,7.0,2.18
0.4898979485566356,0.6244997998398398,0.3,0.3617965976991622,0.10781630357307799,17.31891456,1.7301017777777787,3.512123641967773,0.0032889461517333985,0.022317066192626956,6.0,2.13
0.5,0.6082762530298219,0.31622776601683794,0.3738148845372684,0.13276527911690336,16.64966416,1.9173017777777779,3.4489974975585938,0.003387699127197266,0.02296127319335937,3.0,2.22
0.5,0.5830951894845301,0.2449489742783178,0.3677413853531648,0.11338361653114026,18.717736960000003,2.0344267777777776,3.26875864982605,0.002412557601928711,0.0008075046539306642,7.0,2.09
0.7810249675906654,0.5744562646538028,0.33166247903553997,0.3238010593050617,0.057457405567862566,19.448100000000004,1.8036490000000005,3.3374978637695314,0.003215312957763672,0.02189966201782226,7.0,2.09
0.5,0.6,0.3,0.3257010015728185,0.055522881542260205,19.821194409999997,1.6116302500000002,3.7854233646392816,0.0030933952331542967,0.020993423461914063,7.0,2.0
0.5,0.6,0.3,0.4317816069961026,0.11232069349254174,16.981816809999994,1.44,3.77837064743042,0.00312230110168457,0.02123848915100097,7.0,2.0
0.469041575982343,0.6,0.22360679774997896,0.45107437731716743,0.10387765591344121,16.322408009999993,1.4835239999999998,3.7972046279907232,0.0033489513397216802,0.022932977676391603,7.0,2.09
0.4898979485566356,0.5830951894845301,0.2645751311064591,0.3703001124889461,0.05802466151029051,18.008140960000002,1.41015625,3.3622540760040285,0.002729969024658203,0.0007800197601318358,7.0,1.96
0.5,0.5830951894845301,0.282842712474619,0.3655187729634032,0.10727973550671452,17.31891456,1.436801777777778,3.396426515579224,0.0035006237030029298,0.02406139373779297,7.0,2.18
0.5,0.4472135954999579,0.31622776601683794,0.36026923337549627,0.12316478105959118,17.31891456,1.2562673611111106,3.313341226577758,0.0033826255798339844,0.022936840057373047,7.0,2.22
0.4898979485566356,0.6082762530298219,0.31622776601683794,0.3742396084063284,0.07347333317930092,16.0,1.4133246944444446,3.280910787582397,0.002892856597900391,0.002030820846557617,7.0,2.18
0.47958315233127197,0.5830951894845301,0.33166247903553997,0.3631922852885778,0.03986564483438746,15.68239201,1.188826777777778,3.290422019958496,0.0031414794921875,0.021227617263793942,7.0,2.09
0.4898979485566356,0.5916079783099616,0.34641016151377546,0.3338757647323848,0.09436853449823583,15.36953616,1.140624,3.2841003227233885,0.0028902721405029298,0.01987155914306641,4.0,1.82
0.5,0.5916079783099616,0.33166247903553997,0.3491879170095925,0.11569883721112686,14.164684959999999,1.0278580277777778,3.1728733921051027,0.0028900623321533197,0.019866867065429686,7.0,1.82
0.5,0.565685424949238,0.31622776601683794,0.32164981705672097,0.07231595323076924,15.06138481,1.120069444444444,3.199977302551269,0.002915363311767578,0.020439395904541014,7.0,1.78
0.4898979485566356,0.5744562646538028,0.3,0.3247906670953631,0.05247349387847595,16.322408009999993,1.0564413611111112,3.2590163803100585,0.002778644561767578,0.01932978630065918,7.0,1.73
0.5830951894845301,0.6324555320336759,0.2645751311064591,0.3728682516768094,0.11005876705288041,21.367506249999998,1.170724,3.6836945819854736,0.003644771575927735,0.024937505722045897,7.0,2.31
0.5744562646538028,0.6928203230275509,0.34641016151377546,0.43105507467344983,0.11544129495625366,30.498006250000003,1.1438302499999997,4.211771287918092,0.004754171371459961,0.03223546028137207,7.0,3.07
0.5099019513592785,0.7280109889280518,0.4242640687119285,0.4772666356907626,0.07985881267686243,37.220980810000015,1.0110302500000001,4.670719757080078,0.006593427658081055,0.0447396183013916,3.0,4.27
0.4898979485566356,0.7745966692414834,0.458257569495584,0.497734296059531,0.06318540496824387,42.28250624999999,0.9561580277777776,4.826618452072143,0.006105108261108399,0.04540488243103028,5.0,4.44
0.47958315233127197,0.7937253933193772,0.4472135954999579,0.452625720436768,0.13818304162875564,36.030006250000014,0.81993025,4.662071104049684,0.0029076480865478514,0.04651948928833008,7.0,4.4
0.4898979485566356,0.7549834435270749,0.43588989435406733,0.46409363305052687,0.1559838125682444,35.445352959999994,0.7729340277777778,4.614954099655153,0.006417512893676758,0.044433813095092776,7.0,4.0
0.5477225575051661,0.7280109889280518,0.4898979485566356,0.47332444052782285,0.1144869497266603,34.867844010000006,0.8049080277777778,4.488351612091066,0.005973148345947266,0.04124272346496582,7.0,3.69
0.5567764362830022,0.7280109889280518,0.41231056256176607,0.440320216612818,0.05755168747801739,36.62186256,0.8814080277777775,4.477771778106688,0.005843877792358398,0.041079568862915035,7.0,3.56
0.6,0.714142842854285,0.37416573867739417,0.4563421182522946,0.14096242477037474,38.441240010000016,0.8867361111111113,5.011745262145996,0.006011953353881836,0.04074675559997559,7.0,3.87
0.5916079783099616,0.7615773105863908,0.3872983346207417,0.526583164613293,0.16161389476036478,35.445352959999994,1.0965580277777776,5.026056165695191,0.006052331924438477,0.04076621055603028,7.0,4.0
0.6,0.7416198487095663,0.4,0.5476519923241906,0.07533367951350159,33.73402561000001,1.234691361111111,4.992667980194092,0.006015501022338867,0.040760316848754884,7.0,3.96
0.5,0.7211102550927979,0.4,0.46704200341717944,0.04672767375319218,32.08542736,1.228402777777778,4.3896292972564686,0.00563878059387207,0.03823630332946777,7.0,3.73
0.47958315233127197,0.7483314773547883,0.3872983346207417,0.4550476325956528,0.15750993485376316,29.472955210000002,1.188826777777778,4.307967166900635,0.005801563262939453,0.03933497428894043,7.0,3.87
0.4898979485566356,0.7071067811865476,0.4242640687119285,0.46756743735174683,0.15981355055552113,31.020444159999993,1.0878489999999998,4.430391292572022,0.005905914306640625,0.039485635757446284,7.0,3.96
0.6,0.7071067811865476,0.4472135954999579,0.45357499502043547,0.10546734844265507,30.498006250000003,1.436801777777778,4.3468305778503415,0.006033287048339843,0.04068815231323242,7.0,3.96
0.648074069840786,0.7071067811865476,0.3872983346207417,0.4578316433910893,0.051151184092190896,34.29742096,1.2532802499999998,4.4243068027496335,0.005861568450927735,0.0397873592376709,7.0,3.82
0.7,0.7348469228349535,0.4242640687119285,0.46057901181344213,0.04142271470262374,30.498006250000003,1.1140802500000002,4.239741258621216,0.005823612213134766,0.040205717086791985,5.0,3.69
0.6,0.7280109889280518,0.469041575982343,0.4490985530431588,0.15903784300348817,32.62808641000001,1.2969413611111111,4.428561525344849,0.0058907222747802725,0.04068531036376953,6.0,3.64
0.7,0.7416198487095663,0.469041575982343,0.48261242520287967,0.15828349014911244,31.020444159999993,1.3739746944444442,4.443687543869019,0.0059236717224121094,0.040574922561645514,7.0,3.73
0.6324555320336759,0.7615773105863908,0.4242640687119285,0.465956816755777,0.08857976355646222,37.220980810000015,1.2499240000000003,4.738531112670898,0.006162223815917969,0.04177000045776367,7.0,4.09
0.6708203932499369,0.7615773105863908,0.3872983346207417,0.5048570755498908,0.1436093181020213,42.28250624999999,1.19793025,5.12758017539978,0.007155799865722656,0.04887088775634765,7.0,4.64
0.4898979485566356,0.8,0.458257569495584,0.547316385075684,0.16317760335541276,59.728166559999984,1.1765017777777782,5.633782005310057,0.008376150131225588,0.056922121047973624,7.0,5.51
0.5,0.9327379053088815,0.5567764362830022,0.5830396439697988,0.12104826041999947,71.70871761000001,1.170724,6.0391874980926525,0.009877958297729493,0.0674816608428955,7.0,6.22
0.6403124237432849,0.9110433579144299,0.5196152422706632,0.5792467194630169,0.08540685333697658,73.70050801000002,1.036324,5.974719009399414,0.008484182357788084,0.06294140815734864,5.0,6.38
0.648074069840786,0.8544003745317531,0.5830951894845301,0.543058363291232,0.21014181888765063,59.728166559999984,1.036324,5.8154237365722645,0.008592777252197266,0.006320219039916992,6.0,6.18
0.6557438524302001,0.848528137423857,0.5477225575051661,0.5593994646742888,0.2058471676068028,58.87339441,1.12890625,5.722465600967407,0.009443368911743164,0.0639281177520752,7.0,6.18
0.5830951894845301,0.8660254037844386,0.47958315233127197,0.580586265692714,0.10336631515165967,67.84652161000001,1.0056746944444452,5.815239315032959,0.009491472244262696,0.06462957382202149,7.0,6.13
0.6,0.9273618495495703,0.6164414002968976,0.5911759082913202,0.10048491210034696,82.08541200999997,1.179758027777778,6.073830757141112,0.00864471435546875,0.06699433326721191,7.0,6.27
0.5,0.9055385138137416,0.6,0.5838054145470418,0.1704705301361425,88.82874000999998,1.4034351111111103,6.589388341903686,0.009735536575317385,0.06663780212402344,7.0,6.18
0.5,0.9433981132056604,0.5477225575051661,0.6076783647581319,0.1876271643161156,82.08541200999997,1.5417361111111112,6.578020839691162,0.009964609146118164,0.06829547882080078,7.0,6.31
0.5,0.9433981132056604,0.5291502622129182,0.6456098042534241,0.19174162463183386,77.80827681000002,2.2415080277777766,6.611408910751343,0.009756927490234374,0.06682180404663086,6.0,6.18
0.5291502622129182,0.9273618495495703,0.5567764362830022,0.6147209306555778,0.06944066694370048,76.76563456,2.2375173611111103,6.196270027160645,0.009982280731201172,0.06854471206665039,7.0,6.31
0.5,0.916515138991168,0.565685424949238,0.5803363058520591,0.1837687206463284,70.7281,1.8450694444444447,6.092551250457762,0.009873638153076172,0.006432180404663086,6.0,6.27
0.4898979485566356,0.9055385138137416,0.5099019513592785,0.5464452570015922,0.2112265633668676,68.79707135999999,1.5384267777777776,5.930164737701416,0.00693150520324707,0.06605297088623048,7.0,6.36
0.4898979485566356,0.8944271909999159,0.5477225575051661,0.5300570208987452,0.09256277480203763,63.240665759999985,1.5108506944444446,5.88073657989502,0.009627361297607422,0.06577768325805664,7.0,6.22
0.5,0.9273618495495703,0.5477225575051661,0.5543739227662915,0.06273887760635875,64.14247921,1.3351802499999998,5.837841243743896,0.009621505737304687,0.06555506706237793,7.0,6.22
0.6324555320336759,0.9,0.5477225575051661,0.5418128398366591,0.18127662200096856,61.46559999999999,1.1317413611111113,5.852456579208374,0.009624204635620116,0.06600238800048829,7.0,6.09
0.6403124237432849,0.8426149773176358,0.5477225575051661,0.5316240138500619,0.18987863479158834,61.46559999999999,1.065024,5.7015995407104505,0.009117822647094726,0.06251144409179688,7.0,5.78
0.6557438524302001,0.8774964387392122,0.5744562646538028,0.5495951376170993,0.20136131477857278,61.46559999999999,1.1584934444444446,5.7949671459198,0.008946399688720703,0.06115668296813965,7.0,5.73
0.5,0.8717797887081347,0.5196152422706632,0.5505074847385582,0.0640434422872475,65.97500625,1.4168934444444452,5.816491737365722,0.009046640396118164,0.06177253723144531,7.0,5.82
0.5,0.9110433579144299,0.5477225575051661,0.529341395008441,0.15135880773175547,74.71182096,1.234691361111111,6.2656522941589365,0.010281028747558594,0.0698211669921875,7.0,6.67
0.6403124237432849,0.938083151964686,0.565685424949238,0.5960627196548439,0.19189791067316897,79.92538801000002,1.2750173611111115,6.402913475036621,0.011154766082763673,0.0762088966369629,7.0,7.16
0.7681145747868608,0.9327379053088815,0.6324555320336759,0.6147821999052286,0.14985710331166777,87.67700496,1.6718490000000004,6.61931224822998,0.011518888473510742,0.07942389488220215,7.0,7.29
0.7681145747868608,0.9273618495495703,0.5830951894845301,0.6214254009623211,0.09955588905622996,97.21171216000002,1.44,6.659619836807251,0.011651592254638672,0.0801706600189209,7.0,7.33
0.7745966692414834,1.02469507659596,0.6557438524302001,0.6448941775311846,0.21208995076805706,103.55301121,1.450017361111111,6.8240524291992175,0.011430377960205079,0.07783607482910156,7.0,7.33
0.6244997998398398,0.9797958971132712,0.565685424949238,0.6564405400818599,0.2321152865627413,99.71220736000002,1.3129340277777777,6.867353734970092,0.01049015998840332,0.08098702430725098,6.0,7.64
0.6633249580710799,0.938083151964686,0.4898979485566356,0.6303100915729466,0.20388793863091814,102.26063376000002,1.4835239999999998,6.832779102325438,0.010128021240234377,0.07860316276550293,5.0,7.69
0.6244997998398398,0.9797958971132712,0.6,0.6476565076875808,0.10421290070963578,117.16114081,1.450017361111111,7.052808885574341,0.00826245307922363,0.00735438346862793,5.0,7.73
0.6244997998398398,0.9695359714832658,0.6782329983125268,0.6683163172520895,0.20756823876915162,132.06836241000002,1.654224694444445,7.732708129882813,0.00999439239501953,0.08381925582885742,6.0,8.27
0.6403124237432849,1.014889156509222,0.7,0.6416659128093833,0.2399742740512426,117.16114081,1.552100694444444,7.665940027236939,0.00914621353149414,0.09239983558654784,2.0,8.4
0.6855654600401044,1.0099504938362078,0.6855654600401044,0.6810310921986307,0.1969762148367812,106.17447681,2.2042351111111107,7.617556886672974,0.013122949600219726,0.09020463943481444,7.0,8.22
0.6782329983125268,0.9591663046625439,0.5291502622129182,0.6768192429618358,0.10598074511419958,99.71220736000002,1.9637351111111105,7.114840488433838,0.012696819305419922,0.08712990760803223,6.0,8.36
0.6403124237432849,1.0099504938362078,0.6,0.5937478798276291,0.20502336043330344,103.55301121,2.0387080277777776,7.135305366516112,0.011109752655029295,0.08365506172180176,7.0,8.18
0.5830951894845301,1.044030650891055,0.6557438524302001,0.6655366149390918,0.23552116392894984,94.75854336000002,2.1550240000000005,7.111917428970338,0.012652673721313477,0.08629528045654297,7.0,8.13
0.648074069840786,0.9899494936611666,0.6164414002968976,0.6586589161047486,0.20112228226707357,86.53650624999997,2.163350694444445,6.901006059646607,0.012046985626220705,0.08139985084533691,7.0,7.56
0.6403124237432849,0.8888194417315589,0.469041575982343,0.5688169670503812,0.11354495169177492,79.92538801000002,2.43256011111111,6.8044626235961925,0.01156662940979004,0.07900135993957519,7.0,7.38
0.6324555320336759,0.9327379053088815,0.5385164807134504,0.6045495716275496,0.17136810462485383,86.53650624999997,3.0380490000000004,6.744102325439452,0.011448478698730469,0.08047369956970214,7.0,7.51
0.5385164807134504,0.9539392014169457,0.5385164807134504,0.6295857008816501,0.2235124795659708,100.98039121,2.78723025,6.867655334472656,0.011805171966552735,0.08144792556762695,7.0,7.56
0.5385164807134504,0.9746794344808963,0.5744562646538028,0.5880846644970239,0.15815709327423194,106.17447681,2.7500694444444447,7.024901514053345,0.012097854614257813,0.08399477958679201,7.0,7.6
0.6708203932499369,0.9695359714832658,0.5916079783099616,0.6404160023745598,0.1025323658527554,110.19960576000003,2.5334027777777774,7.214101066589357,0.01243326187133789,0.08423304557800293,7.0,8.09
0.6928203230275509,1.004987562112089,0.6782329983125268,0.651964973538603,0.21012257586277355,120.03612721,2.971026777777779,7.724636774063112,0.010978012084960938,0.09084444046020508,7.0,8.49
0.7549834435270749,1.044030650891055,0.6928203230275509,0.690109564610129,0.21850236227124692,146.66178816,2.74068025,8.063030729293821,0.014774312973022459,0.10024316787719728,7.0,9.38
0.6928203230275509,1.0723805294763609,0.6557438524302001,0.6950595215482434,0.14835530464811944,171.72529936,2.569074694444444,8.437123870849609,0.01372178077697754,0.10897735595703124,7.0,9.73
0.6928203230275509,1.0908712114635715,0.6782329983125268,0.7200195180048826,0.07635950698669405,177.48900625,2.275069444444444,8.372410688400269,0.01402170181274414,0.10889093399047853,6.0,9.96
0.648074069840786,1.1269427669584644,0.7280109889280518,0.6941546797738269,0.2414815149597599,162.43247600999996,2.38548025,8.231320781707764,0.01278961181640625,0.00767313003540039,6.0,10.0
0.6244997998398398,1.104536101718726,0.714142842854285,0.7082732059165873,0.247098835742389,146.66178816,2.376736111111111,8.04262487411499,0.015510768890380859,0.10583086967468262,7.0,9.96
0.6557438524302001,1.0488088481701516,0.6633249580710799,0.7093233064478203,0.21157872823797255,135.21270961000002,2.1146006944444444,7.910371141433716,0.015148677825927737,0.10281669616699217,7.0,9.82
0.6782329983125268,1.0,0.6928203230275509,0.6291723676343233,0.11404234825732466,143.31920656,1.92515625,7.978846187591553,0.014630794525146484,0.0997867774963379,7.0,9.42
0.7211102550927979,1.03440804327886,0.6928203230275509,0.6745190779219762,0.2238469779977291,140.03408896,1.92515625,8.237979040145872,0.014623785018920896,0.09995322227478028,7.0,9.47
0.7416198487095663,1.0099504938362078,0.6403124237432849,0.7076423288880869,0.2830161694332049,143.31920656,1.7008506944444446,8.204627590179442,0.01470315933227539,0.10000588417053224,6.0,9.58
0.6855654600401044,1.019803902718557,0.7211102550927979,0.7602701570296718,0.2287433760887781,143.31920656,1.726158027777778,8.378413667678831,0.01508899688720703,0.1027909278869629,7.0,9.64
0.6708203932499369,1.0392304845413265,0.7416198487095663,0.7353282439446845,0.1236898426298611,140.03408896,2.221093444444444,7.925775842666626,0.014751853942871094,0.09950081825256347,7.0,9.64
